org,org_type,ein,name,exempt_type,match_confidence,filer_name,filer_name_norm,method,verified,details
Rocky Mountain Values,4.0,611341983.0,Rocky Mountain Elk Foundation,3.0,25.684986,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,481147402.0,Rocky Mountain Elk Foundation Inc,3.0,25.684986,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,912100252.0,Rocky Mountain Elk Foundation Inc,3.0,25.684986,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,912036675.0,Rocky Mountain Elk Foundation Inc,3.0,25.684986,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,450452472.0,Rocky Mountain Elk Foundation,3.0,25.684986,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,912100146.0,Rocky Mountain Elk Foundation,3.0,25.684986,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,721526356.0,Rocky Mountian Elk Foundation Inc,3.0,24.451452,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,841383108.0,Rocky Mountain Dressage Society Incorporated,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,260872552.0,Rocky Mountain Dressage Societyincorporated,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,931107707.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,931107643.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,352302261.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,810517173.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,911578256.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,943333101.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,931107685.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,810487188.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,810483215.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,411809012.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,311581043.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,931099962.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Rocky Mountain Values,4.0,364210157.0,Rocky Mountain Elk Foundation Inc,3.0,24.013573,,,auto,0.0,Not included in top 3 results.
Gun Owners of America,4.0,521256643.0,Gun Owners Of America Inc,4.0,113.736984,GUN OWNERS OF AMERICA INC,gun owners america,manual,,
Gun Owners of America,4.0,815196966.0,Gun Owners Of America Ny Inc,4.0,104.77795,GUN OWNERS OF AMERICA NY INC,gun owners america ny,manual,,
SPLC Action Fund,4.0,831085161.0,Splc Action Fund,4.0,162.87189,SPLC ACTION FUND,splc action fund,manual,,
House Majority Forward,4.0,834185105.0,House Majority Forward,4.0,157.54237,HOUSE MAJORITY FORWARD,house majority forward,manual,,
Living United For Change In Arizona,4.0,271398645.0,Living United For Change In Arizona,4.0,157.99495,LIVING UNITED FOR CHANGE IN ARIZONA,living united change in arizona,manual,,
Independent Women's Voice,4.0,364534086.0,Independent Womens Voice,4.0,125.715256,Independent Women's Voice,independent women s voice,manual,,
Rural America 2020,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Way to Win Action Fund,4.0,825528039.0,Way To Win Action Fund Incorporated,4.0,156.19502,WAY TO WIN ACTION FUND INC,way to win action fund,manual,,
Health Care Voter,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Montana Hunters & Anglers Action,4.0,453534007.0,Montana Hunters And Anglers Action,4.0,88.193306,MONTANA HUNTERS AND ANGLERS ACTION,montana hunters anglers action,manual,,
Montana Hunters & Anglers Action,4.0,822706051.0,Montana Hunters And Anglers Inc,,88.193306,,,manual,,
Montana Hunters & Anglers Action,4.0,334881921.0,Montana Hunter Mentorship Foundation Inc,3.0,80.1445,,,manual,,
Montana Hunters & Anglers Action,4.0,922755677.0,Montana Partnership To End Childhood Hunger Inc,3.0,61.56068,MONTANA PARTNERSHIP TO END CHILDHOOD HUNGER INC,montana partnership to end childhood hunger,auto,0.0,Not included in top 3 results.
Family Policy Alliance,4.0,200960855.0,Family Policy Alliance,4.0,101.486115,FAMILY POLICY ALLIANCE,family policy alliance,manual,,
Family Policy Alliance,4.0,464577178.0,Family Policy Alliance Foundation,3.0,91.983154,FAMILY POLICY ALLIANCE FOUNDATION,family policy alliance foundation,manual,,
Family Policy Alliance,4.0,850867337.0,Clay Family Policy Alliance,3.0,91.983154,,,manual,,
HSLDA Action,4.0,541719605.0,Hslda Action,4.0,157.46,HSLDA ACTION,hslda action,manual,,
Bend The Arc Jewish Action,4.0,460539726.0,Bend The Arc Jewish Action Inc,4.0,162.66652,BEND THE ARC JEWISH ACTION INC,bend arc jewish action,manual,,
Sierra Club,4.0,941153307.0,Sierra Club,4.0,84.08283,SIERRA CLUB,sierra club,manual,,
Sierra Club,4.0,946069890.0,Sierra Club Foundation,3.0,75.384155,SIERRA CLUB FOUNDATION,sierra club foundation,manual,,
Sierra Club,4.0,680005677.0,Sierra Soccer Club,3.0,75.384155,,,manual,,
Sierra Club,4.0,770348403.0,Sierra Soaring Club,7.0,75.384155,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,815225944.0,Sierra Study Club,3.0,75.384155,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,993657787.0,Sierra Aquatics Club,3.0,75.384155,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,452137828.0,Sierra Mountaineering Club,7.0,75.384155,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,680197905.0,Sierra School Parents Club,3.0,69.180855,SIERRA SCHOOL PARENTS CLUB,sierra school parents club,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,465191262.0,Sierra Vista Volleyball Club,3.0,69.180855,SIERRA VISTA VOLLEYBALL CLUB,sierra vista volleyball club,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,821570104.0,Sierra Surf Soccer Club,3.0,68.31961,SIERRA SURF SOCCER CLUB,sierra surf soccer club,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,300051181.0,Sierra Mountain Soccer Club,3.0,68.31961,SIERRA MOUNTAIN SOCCER CLUB,sierra mountain soccer club,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,680482671.0,Sierra Gold Soccer Club,3.0,68.31961,Sierra Gold Soccer Club,sierra gold soccer club,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,943078439.0,Sierra Point Yacht Club,7.0,68.31961,SIERRA POINT YACHT CLUB,sierra point yacht club,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,273861397.0,Sierra Foothills Rugby Club,3.0,68.31961,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,770457744.0,Sierra View Parents Club,3.0,68.31961,SIERRA VIEW PARENTS CLUB,sierra view parents club,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,204442534.0,La Sierra Diamond Club,3.0,68.31961,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,770007267.0,Sierra Masonic Family Club,7.0,68.31961,SIERRA MASONIC FAMILY CLUB,sierra masonic family club,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,821228804.0,High Sierra 4wd Club,3.0,68.31961,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,203016179.0,High Sierra Tri Club,3.0,68.31961,HIGH SIERRA TRIATHLON CLUB,high sierra triathlon club,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,300310591.0,Plumas-sierra Bicycle Club,7.0,68.31961,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,953377283.0,Sierra Amateur Radio Club,7.0,68.31961,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,942402262.0,Sierra Foothills Community Club,4.0,68.31961,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,261518893.0,Sierra Foothills Lacrosse Club,3.0,68.31961,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,680025524.0,Sierra Madre Garden Club,4.0,68.31961,,,auto,0.0,Not included in top 3 results.
Sierra Club,4.0,932619706.0,Sierra Nevada Rabbit Club,3.0,68.31961,,,auto,0.0,Not included in top 3 results.
Equality Florida Action,4.0,471338104.0,Equality Florida Action Inc,4.0,120.219,EQUALITY FLORIDA ACTION INC,equality florida action,manual,,
Action for a Progressive Future,4.0,272301175.0,Action For A Progressive Future,4.0,160.57318,Action For A Progressive Future,action progressive future,manual,,
Advance North Carolina,4.0,472740671.0,Advance North Carolina Inc,4.0,117.91397,ADVANCE NORTH CAROLINA INC,advance north carolina,manual,,
Advance North Carolina,4.0,561275391.0,North Carolina Advanced Energy Corporation,3.0,101.13001,NORTH CAROLINA ADVANCED ENERGY,north carolina advanced energy,manual,,
Advance North Carolina,4.0,561152564.0,Ancient Free & Accepted Masons Of North Carolina,10.0,26.196161,,,manual,,
Associated General Contractors,6.0,360852545.0,Chicagoland Associated General Contractors,6.0,136.91995,CHICAGOLAND ASSOCIATED GENERAL,chicagoland associated general,manual,,
Associated General Contractors,6.0,620296285.0,Associated General Contractors,6.0,134.30263,MISSISSIPPI VALLEY FLOOD CONTROL,mississippi valley flood control,manual,,
Associated General Contractors,6.0,530029260.0,Associated General Contractors Of America,6.0,125.19902,ASSOCIATED GENERAL CONTRACTORS OF AMERICA INC,associated general contractors america,manual,,
Associated General Contractors,6.0,910911236.0,Associated General Contractors Of Washington,6.0,125.19902,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,430646260.0,Associated General Contractors Of Missouri,6.0,125.19902,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,720395279.0,Louisiana Associated General Contractors Inc,6.0,125.19902,LOUISIANA ASSOCIATED GENERAL,louisiana associated general,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,10275734.0,Associated General Contractors Of Maine,6.0,125.19902,,,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,420121190.0,Associated General Contractors Of Iowa,6.0,125.19902,ASSOCIATED GENERAL CONTRACTORS OF IOWA,associated general contractors iowa,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,370343360.0,Associated General Contractors Of Illinois,6.0,125.19902,THE ASSOCIATED GENERAL CONTRACTORS,associated general contractors,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,362244731.0,Fox Valley Associated General Contractors,6.0,125.19902,,,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,742930055.0,El Paso Chapter Associated General Contractors Incorporated,6.0,116.10425,EL PASO CHAPTER ASSOCIATED GENERAL,el paso chapter associated general,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,952575486.0,Associated General Contractors Of California Inc,6.0,115.3291,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,580144470.0,Associated General Contractors Of Georgia Inc,6.0,115.3291,ASSOCIATED GENERAL CONTRACTORS OF GEORGIA,associated general contractors georgia,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,480506117.0,Associated General Contractors Of Kansas Inc,6.0,115.3291,ASSOCIATED GENERAL CONTRACTORS,associated general contractors,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,410132580.0,Associated General Contractors Of Minnesota Inc,6.0,115.3291,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,540127639.0,Associated General Contractors Of Virginia Inc,6.0,115.3291,ASSOC GENERAL CONTRACTORS OF VA INC,assoc general contractors va,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,41045805.0,Associated General Contractors Of Massachusetts Inc,6.0,115.3291,,,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,920014686.0,Associated General Contractors Of America Inc,6.0,115.3291,Associated General Contractors of Alaska,associated general contractors alaska,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,344442062.0,Associated General Contractors Of Northwest Ohio,6.0,115.3291,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,450229993.0,Associated General Contractors Of North Dakota,6.0,115.3291,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,350906766.0,Associated General Contractors Of Indiana Inc,6.0,115.3291,ASSOCIATED GENERAL CONTRACTORS,associated general contractors,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,30211089.0,Associated General Contractors Of Vermont Inc,6.0,115.3291,,,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,640324725.0,Associated General Contractors Of Miss Inc,6.0,115.3291,ASSOCIATED GENERAL CONTRACTORS,associated general contractors,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,56015385.0,Associated General Contractors Of America Inc,6.0,115.3291,,,auto,0.0,Not included in top 3 results.
Associated General Contractors,6.0,60620474.0,Associated General Contractors Of Connecticut Incorporated,6.0,115.3291,,,auto,0.0,Not included in top 3 results.
NETWORK Lobby,4.0,520984255.0,The Network,4.0,31.96329,The NETWORK,network,manual,,
Fellow Americans,4.0,843474204.0,Fellow Americans,4.0,86.38303,Fellow Americans,fellow americans,manual,,
Fellow Americans,4.0,884184028.0,North American Imams Fellow,3.0,67.2458,,,manual,,
Fellow Americans,4.0,814073819.0,My Fellow Americans Housing Foundation Inc,3.0,59.13349,,,manual,,
Fellow Americans,4.0,862200253.0,American Association Of Resident And Fellow Physicians,6.0,52.50568,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,954480097.0,College Of Fellows Of The American Theatre,3.0,46.44763,THE COLLEGE OF FELLOWS OF THE AMERICAN T,college fellows american t,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,830413067.0,African American Teaching Fellows Of Charlottesville-albemarle Inc,3.0,43.286198,AFRICAN AMERICAN TEACHING FELLOWS,african american teaching fellows,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,710887547.0,American Institute Of Architects College Of Fellows Fund Inc,3.0,40.52806,AMERICAN INSTITUTE OF ARCHITECTS COLLEGE,american institute architects college,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,994002689.0,American Institute Of Architects College Of Fellows Western Mountai,3.0,40.52806,American Inst of Architects College of Fellows,american inst architects college fellows,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,133173767.0,Society Of Fellows Of The American Academy In Rome,3.0,40.52806,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,936090977.0,Oregon Chapter Of The Fellows Of The American College Of Surgeons,6.0,35.94775,THE OREGON CHAPTER OF THE FELLOWS,oregon chapter fellows,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,201008016.0,Fell Pony Society And Conservancy Of The Americas,3.0,31.994785,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,956196607.0,American Legion,19.0,20.528572,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,30177380.0,American Legion,19.0,17.457083,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,30319403.0,American Legion Auxiliary,19.0,17.457083,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,832575428.0,American Legion Auxiliary,19.0,17.224312,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,930766824.0,American Federation Of Teachers,5.0,14.257309,GRADUATE TEACHING FELLOWS,graduate teaching fellows,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,946069815.0,Independent Order Of Odd Fellows,8.0,14.257309,FRANCO AMERICAN LODGE NO 207,franco american lodge no 207,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,412225994.0,American Federation Of Teachers,5.0,12.39752,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,237027494.0,National Society Of The Daughters Of The American Revolution,3.0,12.048834,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,237027760.0,National Society Of The Daughters Of The American Revolution,3.0,12.048834,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,237371124.0,National Society Of The Daughters Of The American Revolution,3.0,11.4572525,,,auto,0.0,Not included in top 3 results.
Fellow Americans,4.0,251323417.0,American Federation Of State County & Municipal Employees,5.0,10.921043,,,auto,0.0,Not included in top 3 results.
